Unique Id,indicator_id,geo_type_id,measurement_type_id,internal_id,subtopic_id,name,Measure,geo_type_name,description,geo_entity_id,geo_entity_name,year_description,data_value,message
551107,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2017 Summer,14.74,
551110,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2017 Summer,11.95,
551098,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2017 Summer,16.07,
551119,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2017 Summer,6.63,
551095,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),305,Upper East Side,2017 Summer,15.58,
551068,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2017 Summer,8.03,
551062,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),205,Sunset Park,2017 Summer,8.14,
551059,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2017 Summer,7.97,
551140,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),410,Rockaways,2017 Summer,5.77,
551056,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2017 Summer,8.48,
551050,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),201,Greenpoint,2017 Summer,9.5,
603976,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2017-18 Winter,17.39,
603994,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),201,Greenpoint,2017-18 Winter,24.03,
604057,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2017-18 Winter,19.15,
604021,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2017-18 Winter,14.49,
604042,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2017-18 Winter,32.46,
603982,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2017-18 Winter,18.13,
604054,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2017-18 Winter,29.08,
604093,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),503,Willowbrook,2017-18 Winter,12.73,
604075,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2017-18 Winter,17.67,
604024,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2017-18 Winter,23.13,
604078,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),408,Jamaica,2017-18 Winter,16.47,
604081,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2017-18 Winter,14.4,
603973,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2017-18 Winter,17.86,
604033,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2017-18 Winter,21.59,
604027,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),301,Washington Heights,2017-18 Winter,21.66,
604051,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2017-18 Winter,30.24,
604066,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2017-18 Winter,15.8,
604060,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),402,West Queens,2017-18 Winter,19.48,
603988,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2017-18 Winter,20.15,
604006,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),205,Sunset Park,2017-18 Winter,20.95,
604018,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2017-18 Winter,16.4,
604012,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2017-18 Winter,21.05,
604045,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2017-18 Winter,30.6,
604063,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2017-18 Winter,17.03,
604030,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2017-18 Winter,20.89,
604084,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),410,Rockaways,2017-18 Winter,10.93,
604036,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),304,Upper West Side,2017-18 Winter,26.46,
604069,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2017-18 Winter,19.92,
603985,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2017-18 Winter,20.12,
604096,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2017-18 Winter,10.49,
604000,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2017-18 Winter,22.94,
604072,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2017-18 Winter,17.36,
604090,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2017-18 Winter,14.61,
603997,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2017-18 Winter,24.96,
604015,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2017-18 Winter,16.45,
604003,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2017-18 Winter,19.71,
603991,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2017-18 Winter,18.44,
604039,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),305,Upper East Side,2017-18 Winter,30.47,
604009,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2017-18 Winter,18.67,
604087,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),501,Port Richmond,2017-18 Winter,14.26,
604048,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2017-18 Winter,37.54,
603979,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2017-18 Winter,19.65,
603981,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2018 Summer,6.96,
603996,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2018 Summer,8.87,
604068,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2018 Summer,7.04,
603987,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2018 Summer,7.8,
604050,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2018 Summer,13.05,
604032,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2018 Summer,8.98,
603993,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),201,Greenpoint,2018 Summer,9.23,
604044,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2018 Summer,13.39,
604083,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),410,Rockaways,2018 Summer,5.26,
604023,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2018 Summer,8.15,
604086,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),501,Port Richmond,2018 Summer,4.17,
603978,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2018 Summer,7.01,
603984,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2018 Summer,7.7,
603999,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2018 Summer,7.93,
604038,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),305,Upper East Side,2018 Summer,14.26,
603972,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2018 Summer,6.2,
604053,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2018 Summer,10.63,
604062,391,3,104,2028,122,Nitric Oxide (NO),Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2018 Summer,6.41,
